order_id,customer_id,order_timestamp,product_id,quantity,unit_price,status,country
1001,1,8/4/2026,1,19,224.56,completed,France
1002,2,8/5/2026,2,18,918.19,pending,Hungary
1003,3,8/4/2026,3,20,127.34,in progress,Russia
1004,4,8/3/2026,4,3,541.6,on hold,China
1005,5,8/1/2026,5,10,861.75,in progress,China
1006,6,8/6/2026,6,,559.47,suspended,China
1007,7,8/7/2026,7,7,495.55,inactive,
1008,8,8/4/2026,8,1,975.24,archived,Indonesia
1009,9,8/4/2026,9,12,3.73,resolved,Serbia
1010,10,8/7/2026,10,18,420.26,resolved,
1011,11,8/6/2026,11,5,124.3,completed,Italy
1012,12,8/7/2026,12,10,46.64,completed,Philippines
1013,13,8/4/2026,13,20,983.19,active,United Kingdom
1014,14,8/1/2026,14,16,939.19,suspended,Yemen
1015,15,8/6/2026,15,20,974.27,resolved,
1016,16,8/6/2026,16,4,982.13,pending,Ukraine
1017,17,8/7/2026,17,11,669.63,resolved,Japan
,,8/6/2026,18,12,10.23,in progress,Malaysia
1019,19,8/1/2026,19,17,161.09,pending,Republic of the Congo
,20,8/1/2026,20,11,762.4,,China
1021,21,8/1/2026,21,15,950.31,archived,France
1022,22,8/2/2026,22,1,442.09,,Gabon
1023,23,8/7/2026,23,2,179.04,in progress,France
1024,24,8/4/2026,24,10,184.48,completed,China
1025,25,8/4/2026,25,8,201.84,completed,Iran
1026,26,8/5/2026,26,8,821.54,cancelled,North Korea
1027,27,8/2/2026,27,11,667.01,completed,Portugal
1028,28,8/1/2026,28,11,806.55,on hold,Portugal
1029,29,8/7/2026,29,4,65.03,completed,Saudi Arabia
1030,30,8/6/2026,30,9,251.08,completed,Czech Republic
1031,31,8/7/2026,31,1,44.09,pending,Brazil
1032,32,8/3/2026,32,2,822.62,completed,Indonesia
1033,33,8/1/2026,33,7,819.75,suspended,Portugal
1034,,8/2/2026,,18,165.34,resolved,Greece
,35,8/1/2026,35,6,934.32,cancelled,Kyrgyzstan
1036,36,8/7/2026,36,1,70.38,in progress,Ukraine
1037,37,8/5/2026,37,16,586.94,suspended,Norway
1038,38,8/3/2026,38,3,253.68,resolved,Azerbaijan
1039,39,8/7/2026,39,7,796.2,in progress,Indonesia
1040,40,,40,19,240.28,in progress,Brazil
1041,41,8/5/2026,41,17,535.16,active,China
1042,42,8/7/2026,42,11,432.38,in progress,China
1043,43,8/1/2026,43,11,,cancelled,Indonesia
1044,44,8/1/2026,44,15,111.93,,China
1045,45,8/7/2026,45,5,756.67,resolved,China
1046,46,8/3/2026,46,19,925.75,active,Czech Republic
1047,47,8/6/2026,47,5,50.56,on hold,Equatorial Guinea
,48,8/4/2026,48,10,817.22,active,Indonesia
1049,49,8/1/2026,49,6,697.24,active,Brazil
1050,50,8/7/2026,50,13,365.48,completed,Nigeria
1051,51,8/5/2026,51,,207.26,resolved,Yemen
1052,,8/4/2026,52,,789.24,resolved,Indonesia
1053,53,8/5/2026,53,6,517.64,suspended,Indonesia
1054,54,8/6/2026,54,4,670.24,active,Ukraine
1055,55,8/1/2026,55,3,,completed,Benin
1056,56,8/1/2026,56,9,173.01,completed,Brazil
1057,57,8/5/2026,57,12,697.84,suspended,Japan
1058,58,8/3/2026,58,5,929.24,pending,Croatia
1059,59,8/7/2026,59,15,912.66,suspended,Greece
1060,60,8/3/2026,60,15,133.42,pending,Russia
1061,61,8/6/2026,61,7,561.22,suspended,China
1062,62,8/7/2026,62,15,350.45,in progress,China
1063,63,8/5/2026,63,17,187.48,completed,Brazil
1064,64,8/4/2026,64,6,290.51,in progress,Indonesia
1065,65,8/6/2026,65,9,16.64,on hold,Pakistan
1066,66,8/5/2026,66,5,67.86,resolved,China
1067,67,8/7/2026,67,9,961.53,suspended,China
1068,68,,68,12,72.51,resolved,Palestinian Territory
1069,69,8/1/2026,69,12,891.63,pending,China
1070,70,8/4/2026,70,13,472.54,suspended,Portugal
1071,71,8/7/2026,71,2,27.46,cancelled,Russia
1072,,8/5/2026,72,16,639.18,completed,France
1073,73,8/5/2026,73,17,714.59,pending,Gambia
1074,74,8/2/2026,74,7,607.12,in progress,China
1075,75,8/4/2026,75,16,20.56,active,Indonesia
1076,76,8/4/2026,76,16,935.99,inactive,China
1077,77,8/6/2026,77,11,373.16,active,China
,78,,78,20,,,Bangladesh
1079,79,8/2/2026,79,7,636.85,active,Philippines
1080,80,8/5/2026,80,16,928.49,inactive,Madagascar
,81,8/5/2026,81,10,433.52,archived,Brazil
1082,82,8/3/2026,82,19,216.67,pending,China
1083,83,8/4/2026,83,17,786.65,resolved,China
,84,8/4/2026,84,20,970.14,inactive,Russia
1085,85,8/5/2026,85,19,161.69,completed,China
1086,86,8/3/2026,86,18,403.81,resolved,Nigeria
1087,87,8/4/2026,87,15,794.3,resolved,Iran
1088,88,8/4/2026,,15,250.01,completed,Indonesia
1089,89,8/2/2026,89,6,152.47,active,Poland
1090,90,8/3/2026,90,13,831.63,inactive,Norway
1091,91,8/3/2026,91,20,752.53,suspended,
1092,92,8/1/2026,92,5,76.08,archived,Brazil
1093,93,,93,11,329.01,on hold,Angola
1094,94,8/3/2026,94,9,539.18,suspended,Uzbekistan
1095,95,8/2/2026,95,10,854.53,suspended,Norway
1096,96,8/4/2026,96,6,861.87,on hold,Egypt
1097,97,8/6/2026,97,2,548.21,cancelled,Armenia
1098,98,8/7/2026,98,1,171.46,pending,Portugal
1099,99,8/5/2026,99,16,707.08,active,Panama
1100,100,8/7/2026,100,7,597.16,suspended,China
1101,101,8/1/2026,101,1,326.68,in progress,China
1102,102,8/7/2026,102,20,81.67,suspended,Sweden
,103,8/1/2026,103,1,827.55,pending,Vietnam
1104,104,8/7/2026,,10,748.06,resolved,Indonesia
