order_id,customer_id,order_timestamp,product_id,quantity,unit_price,status,country
1001,1,8/7/2026,1,,159.56,error: undefined method `first' for nil:NilClass,Peru
1002,2,8/6/2026,2,15,403.59,error: undefined method `first' for nil:NilClass,Zimbabwe
1003,3,8/4/2026,3,2,835.98,error: undefined method `first' for nil:NilClass,Bulgaria
1004,4,8/4/2026,4,2,154.43,error: undefined method `first' for nil:NilClass,Ireland
1005,5,8/7/2026,5,13,539.48,error: undefined method `first' for nil:NilClass,Indonesia
1006,6,8/5/2026,6,10,46.45,,Russia
1007,7,8/1/2026,7,1,850.22,error: undefined method `first' for nil:NilClass,China
1008,8,8/7/2026,,5,729.2,error: undefined method `first' for nil:NilClass,Thailand
1009,9,8/1/2026,,13,267.82,error: undefined method `first' for nil:NilClass,Philippines
,10,8/3/2026,10,9,284.69,error: undefined method `first' for nil:NilClass,Spain
,11,8/4/2026,11,12,612.05,error: undefined method `first' for nil:NilClass,Indonesia
1012,12,8/3/2026,12,15,167.71,error: undefined method `first' for nil:NilClass,Libya
1013,13,,13,15,297.59,error: undefined method `first' for nil:NilClass,
1014,14,8/6/2026,14,8,880.96,error: undefined method `first' for nil:NilClass,Palestinian Territory
1015,15,8/6/2026,15,14,899.96,error: undefined method `first' for nil:NilClass,China
1016,16,8/6/2026,16,9,672.16,error: undefined method `first' for nil:NilClass,China
1017,17,8/2/2026,17,15,923.76,error: undefined method `first' for nil:NilClass,China
1018,18,8/7/2026,18,16,422.24,error: undefined method `first' for nil:NilClass,New Zealand
1019,19,8/1/2026,19,20,563.56,error: undefined method `first' for nil:NilClass,Slovenia
1020,20,8/1/2026,20,1,227.39,error: undefined method `first' for nil:NilClass,Vietnam
1021,21,8/6/2026,21,13,669.25,error: undefined method `first' for nil:NilClass,Philippines
1022,22,8/3/2026,22,1,240.61,,Philippines
1023,23,8/4/2026,23,16,293.2,error: undefined method `first' for nil:NilClass,France
1024,24,8/3/2026,24,17,594.99,error: undefined method `first' for nil:NilClass,Kazakhstan
,25,,25,18,432.4,error: undefined method `first' for nil:NilClass,Canada
1026,26,8/2/2026,26,5,65.78,error: undefined method `first' for nil:NilClass,Indonesia
1027,27,8/7/2026,27,12,323.81,error: undefined method `first' for nil:NilClass,Russia
1028,28,,28,5,357.07,error: undefined method `first' for nil:NilClass,Greece
1029,29,8/6/2026,29,20,967.98,error: undefined method `first' for nil:NilClass,Indonesia
,30,8/3/2026,30,18,566.29,error: undefined method `first' for nil:NilClass,France
1031,31,8/7/2026,31,7,207.87,error: undefined method `first' for nil:NilClass,Indonesia
1032,32,8/3/2026,32,6,817.23,error: undefined method `first' for nil:NilClass,Kazakhstan
1033,33,8/7/2026,33,4,109.5,error: undefined method `first' for nil:NilClass,Indonesia
1034,34,8/2/2026,34,2,891.07,error: undefined method `first' for nil:NilClass,El Salvador
1035,35,8/5/2026,35,1,149.61,error: undefined method `first' for nil:NilClass,China
,36,8/5/2026,36,7,335.21,error: undefined method `first' for nil:NilClass,Nepal
1037,37,8/4/2026,37,17,264.9,error: undefined method `first' for nil:NilClass,Guatemala
1038,38,8/1/2026,38,,208.69,error: undefined method `first' for nil:NilClass,United States
1039,39,8/1/2026,39,10,17.21,error: undefined method `first' for nil:NilClass,Portugal
1040,40,,40,5,529.5,error: undefined method `first' for nil:NilClass,Paraguay
1041,41,8/4/2026,41,10,328.18,error: undefined method `first' for nil:NilClass,Philippines
1042,42,8/6/2026,42,16,2.98,error: undefined method `first' for nil:NilClass,China
1043,43,8/2/2026,43,7,744.91,error: undefined method `first' for nil:NilClass,China
1044,44,8/6/2026,44,7,97.83,error: undefined method `first' for nil:NilClass,Myanmar
1045,45,8/2/2026,45,20,367.78,error: undefined method `first' for nil:NilClass,Bolivia
1046,46,8/3/2026,46,20,122.11,error: undefined method `first' for nil:NilClass,Syria
1047,47,8/5/2026,47,3,203.04,error: undefined method `first' for nil:NilClass,Thailand
1048,48,8/6/2026,48,6,699.68,error: undefined method `first' for nil:NilClass,Estonia
1049,49,8/2/2026,49,16,379.89,error: undefined method `first' for nil:NilClass,Argentina
